TRADE_CODE,INN,FIELD
RU000A104YT6,9731004688.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A0JWYJ0,9731004688.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A0ZZZZ2,9731004688.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A100Q50,9731004688.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A100QA0,9731004688.0,Консультирование по вопросам коммерческой деятельности и управления
NVTK,6316031581.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A106938,6316031581.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
ROSN,7706107510.0,Добыча сырой нефти
RU000A0JUFU0,7706107510.0,Добыча сырой нефти
RU000A0JX132,7706107510.0,Добыча сырой нефти
RU000A0ZYJH7,7706107510.0,Добыча сырой нефти
RU000A0ZYJJ3,7706107510.0,Добыча сырой нефти
RU000A0ZYLG5,7706107510.0,Добыча сырой нефти
RU000A0JXQK2,7706107510.0,Добыча сырой нефти
RU000A0ZYT40,7706107510.0,Добыча сырой нефти
RU000A0JXR68,7706107510.0,Добыча сырой нефти
RU000A0ZYVU5,7706107510.0,Добыча сырой нефти
RU000A0JXXD3,7706107510.0,Добыча сырой нефти
RU000A1008P1,7706107510.0,Добыча сырой нефти
RU000A0JUFV8,7706107510.0,Добыча сырой нефти
RU000A0JXXE1,7706107510.0,Добыча сырой нефти
RU000A1008Q9,7706107510.0,Добыча сырой нефти
RU000A0ZYCP5,7706107510.0,Добыча сырой нефти
RU000A100KY3,7706107510.0,Добыча сырой нефти
RU000A100YQ0,7706107510.0,Добыча сырой нефти
RU000A101SF3,7706107510.0,Добыча сырой нефти
RU000A0JV1W5,7706107510.0,Добыча сырой нефти
RU000A0JX355,7706107510.0,Добыча сырой нефти
RU000A0JV1X3,7706107510.0,Добыча сырой нефти
RU000A0JX413,7706107510.0,Добыча сырой нефти
RU000A0JV1Y1,7706107510.0,Добыча сырой нефти
RU000A0JUCS1,7706107510.0,Добыча сырой нефти
RU000A0JUCR3,7706107510.0,Добыча сырой нефти
RU000A0JV201,7706107510.0,Добыча сырой нефти
RU000A0JV219,7706107510.0,Добыча сырой нефти
RU000A0JV235,7706107510.0,Добыча сырой нефти
RU000A0JV243,7706107510.0,Добыча сырой нефти
RU000A103FC3,7706107510.0,Добыча сырой нефти
RU000A0JV250,7706107510.0,Добыча сырой нефти
RU000A0JV268,7706107510.0,Добыча сырой нефти
RU000A0JV227,7706107510.0,Добыча сырой нефти
RU000A102EF1,7706107510.0,Добыча сырой нефти
RU000A102EE4,7706107510.0,Добыча сырой нефти
RU000A1057S2,7706107510.0,Добыча сырой нефти
RU000A105ZC6,7706107510.0,Добыча сырой нефти
TATN,1644003838.0,нефтегазовая промышленность
TATNP,1644003838.0,нефтегазовая промышленность
RU000A106K35,7708813750.0,Деятельность по управлению ценными бумагами
RU000A0JXQ51,7708813750.0,Деятельность по управлению ценными бумагами
RU000A100733,7708813750.0,Деятельность по управлению ценными бумагами
RU000A103PC2,7708813750.0,Деятельность по управлению ценными бумагами
RU000A104CJ3,7714709349.0,Торговля автотранспортными средствами
RU000A1030Y7,5503067018.0,кредитная организация
RU000A103NY1,5503067018.0,кредитная организация
RU000A105HN1,5503067018.0,кредитная организация
RU000A1022G1,7708797121.0,Управление недвижимым имуществом
RU000A104BY4,7708797121.0,Управление недвижимым имуществом
RU000A105Q89,7733015025.0,прочие отрасли
RU000A1026H0,7733015025.0,прочие отрасли
RU000A0JR4U9,7726581132.0,Капиталовложения в собственность
RU000A0JTFB2,7726581132.0,Капиталовложения в собственность
RU000A0JTB96,7726581132.0,Капиталовложения в собственность
RU000A105YA3,7710641442.0,Деятельность больничных организаций
RU000A105YB1,7710641442.0,Деятельность больничных организаций
RU000A106K27,7710641442.0,Деятельность больничных организаций
RU000A102KG6,7703635416.0,Деятельность по управлению финансово-промышленными группами
RU000A104735,7703635416.0,Деятельность по управлению финансово-промышленными группами
RU000A1016F5,7703635416.0,Деятельность по управлению финансово-промышленными группами
RU000A103JR3,1660359180.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A105Q97,1660359180.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A106Z38,1660359180.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A104A39,3808175078.0,Деятельность по управлению холдинг-компаниями
RU000A101L96,7721230290.0,Деятельность по управлению финансово-промышленными группами
RU000A101LJ0,7721230290.0,Деятельность по управлению финансово-промышленными группами
RU000A106912,7721230290.0,Деятельность по управлению финансово-промышленными группами
RU000A1021F5,7726730225.0, данные отсутствуют
RU000A102RB2,7726730225.0, данные отсутствуют
RU000A105591,7726730225.0, данные отсутствуют
RU000A0JW0S4,7805113497.0,Транспортная обработка грузов
RU000A0JW5E3,7805113497.0,Транспортная обработка грузов
RU000A0JWBP5,7805113497.0,Транспортная обработка грузов
RU000A106ZY8,7725114488.0,кредитная организация
RU000A0JV805,7725114488.0,кредитная организация
RU000A0JVWB3,7725114488.0,кредитная организация
RU000A0JUW31,7725114488.0,кредитная организация
RU000A0JUW72,7725114488.0,кредитная организация
RU000A0JV3R1,7725114488.0,кредитная организация
RU000A0JV987,7725114488.0,кредитная организация
RU000A101616,7725114488.0,кредитная организация
RU000A0JVN56,7725114488.0,кредитная организация
RU000A0JVN64,7725114488.0,кредитная организация
RU000A0JVN98,7725114488.0,кредитная организация
RU000A0ZZ4T1,7725114488.0,кредитная организация
RU000A0JWMZ1,7725114488.0,кредитная организация
RU000A0JWN22,7725114488.0,кредитная организация
RU000A0JWV63,7725114488.0,кредитная организация
RU000A0ZZ505,7725114488.0,кредитная организация
RU000A0ZZY59,7725114488.0,кредитная организация
RU000A0ZZUS8,7725114488.0,кредитная организация
RU000A102KS1,7725114488.0,кредитная организация
RU000A102KV5,7725114488.0,кредитная организация
RU000A103N84,7725114488.0,кредитная организация
RU000A105L01,7725114488.0,кредитная организация
RU000A103GX7,7725114488.0,кредитная организация
RU000A1068R1,7725114488.0,кредитная организация
RU000A1061F1,7725114488.0,кредитная организация
RU000A104925,7725114488.0,кредитная организация
RU000A106FV6,7725114488.0,кредитная организация
RU000A105971,7725114488.0,кредитная организация
RU000A106CA7,7725114488.0,кредитная организация
RU000A105TK2,7725114488.0,кредитная организация
RU000A0ZZVQ0,7725114488.0,кредитная организация
RU000A103GT5,7725114488.0,кредитная организация
RU000A1035D0,6672241304.0, данные отсутствуют
RU000A103G00,6672241304.0, данные отсутствуют
RU000A105M91,6672241304.0, данные отсутствуют
RU000A104L36,7750004136.0,кредитная организация
RU000A0JNUW0,7708168370.0,финансовый рынок_
RU000A0JS9A9,7708168370.0,финансовый рынок_
RU000A0JT7G9,7708168370.0,финансовый рынок_
RU000A0JPJ35,7708168370.0,финансовый рынок_
RU000A0JPPP9,7708168370.0,финансовый рынок_
RU000A0JR3X5,7708168370.0,финансовый рынок_
RU000A105Q63,5607019523.0,металлургия
RU000A1066A1,5607019523.0,металлургия
RU000A0ZYX69,7708709686.0,Перевозка пассажиров железнодорожным транспортом в междугородном сообщении
RU000A0ZZTL5,7708709686.0,Перевозка пассажиров железнодорожным транспортом в междугородном сообщении
RU000A1012B3,7708709686.0,Перевозка пассажиров железнодорожным транспортом в междугородном сообщении
RU000A100YF3,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A101EF3,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A100B73,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A101R90,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A105A04,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A1057A0,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A1057D4,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A105M75,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A105W08,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A1071S3,7705392230.0,Деятельность по управлению холдинг-компаниями
RU000A103F27,7705705370.0,Перевозка пассажиров железнодорожным транспортом в пригородном сообщении
RU000A0ZYM54,7705705370.0,Перевозка пассажиров железнодорожным транспортом в пригородном сообщении
RU000A0JXME4,7449006730.0,Производство стальных труб и фитингов
RU000A0JXTY7,7449006730.0,Производство стальных труб и фитингов
RU000A102F85,7449006730.0,Производство стальных труб и фитингов
RU000A1058K7,5902202276.0,энергетика
RU000A106JV8,5902202276.0,энергетика
RU000A106K19,5902202276.0,энергетика
RU000A1030K6,5902202276.0,энергетика
RU000A105VU7,7705619586.0,Управление недвижимым имуществом
RU000A103QH9,7705619586.0,Управление недвижимым имуществом
RU000A0JPM71,7722563196.0,финансовый рынок_
RU000A0JPLG7,7722563196.0,финансовый рынок_
RU000A0JQYE3,7722563196.0,финансовый рынок_
RU000A0JUKK1,7722563196.0,финансовый рынок_
RU000A1014S3,4205119220.0,Деятельность промышленного железнодорожного транспорта
RU000A103133,4205119220.0,Деятельность промышленного железнодорожного транспорта
RU000A105CM4,4205119220.0,Деятельность промышленного железнодорожного транспорта
RU000A106SP1,4205119220.0,Деятельность промышленного железнодорожного транспорта
RU000A100030,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A102H91,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A103NU9,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A106FR4,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A106XP1,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A104XR2,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A105GU8,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A106J20,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A107043,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A105V82,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A106R53,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A1076P8,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A106C92,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A106XM8,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A1017H9,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A1078L3,7717151380.0,"Управление имуществом, находящимся в государственной собственности"
RU000A0JVYG8,7704001959.0,кредитная организация
RU000A101T56,7704001959.0,кредитная организация
RU000A101UE2,7704001959.0,кредитная организация
RU000A101780,7704001959.0,кредитная организация
RU000A1077V4,7704001959.0,кредитная организация
RU000A0JX2M2,7704001959.0,кредитная организация
RU000A0ZZXZ7,4347015963.0,орган власти субъекта РФ
RU000A0ZYG60,6450030341.0,орган власти субъекта РФ
RU000A0JQ4Q8,7727528950.0, данные отсутствуют
RU000A0JRTR3,7727528950.0, данные отсутствуют
RU000A1043Z7,9704005675.0,Торговля оптовая фармацевтической продукцией
RU000A104Z71,9704005675.0,Торговля оптовая фармацевтической продукцией
RU000A1048A9,6685151087.0,Деятельность по управлению холдинг-компаниями
RU000A102Y58,6685151087.0,Деятельность по управлению холдинг-компаниями
RU000A102952,4705081944.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A102VK5,4705081944.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1060Y4,4705081944.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106EZ0,4705081944.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A104WS2,9717068640.0,Разработка компьютерного программного обеспечения
RU000A106HB4,9717068640.0,Разработка компьютерного программного обеспечения
RU000A102MR9,7810796785.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A102KZ6,7810796785.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A106375,7726588547.0,Вложения в ценные бумаги
RU000A0ZYUV5,7726588547.0,Вложения в ценные бумаги
RU000A0ZYUW3,7726588547.0,Вложения в ценные бумаги
RU000A100LL8,7726588547.0,Вложения в ценные бумаги
RU000A0ZYUY9,7726588547.0,Вложения в ценные бумаги
RU000A101QM3,7726588547.0,Вложения в ценные бумаги
RU000A0ZYV04,7726588547.0,Вложения в ценные бумаги
RU000A101QN1,7726588547.0,Вложения в ценные бумаги
RU000A0JXFS8,7726588547.0,Вложения в ценные бумаги
RU000A106672,7726588547.0,Вложения в ценные бумаги
RU000A0JXFY6,7726588547.0,Вложения в ценные бумаги
RU000A106AT1,7726588547.0,Вложения в ценные бумаги
RU000A105GE2,7726588547.0,Вложения в ценные бумаги
RU000A105U00,7726588547.0,Вложения в ценные бумаги
RU000A107050,7726588547.0,Вложения в ценные бумаги
RU000A107084,7726588547.0,Вложения в ценные бумаги
RU000A106MS8,7726588547.0,Вложения в ценные бумаги
RU000A105A95,7726588547.0,Вложения в ценные бумаги
RU000A1039A8,7726588547.0,Вложения в ценные бумаги
RU000A103QN7,7726588547.0,Вложения в ценные бумаги
RU000A105BY1,7726588547.0,Вложения в ценные бумаги
RU000A105C51,7726588547.0,Вложения в ценные бумаги
RU000A105GZ7,7726588547.0,Вложения в ценные бумаги
RU000A105JH9,7726588547.0,Вложения в ценные бумаги
RU000A1056U0,7726588547.0,Вложения в ценные бумаги
RU000A105KU0,7726588547.0,Вложения в ценные бумаги
RU000A1059A6,7726588547.0,Вложения в ценные бумаги
RU000A105JT4,7726588547.0,Вложения в ценные бумаги
RU000A105QW3,7726588547.0,Вложения в ценные бумаги
RU000A105RG4,7726588547.0,Вложения в ценные бумаги
RU000A105QX1,7726588547.0,Вложения в ценные бумаги
RU000A105R62,7726588547.0,Вложения в ценные бумаги
RU000A105RH2,7726588547.0,Вложения в ценные бумаги
RU000A105RZ4,7726588547.0,Вложения в ценные бумаги
RU000A105SG2,7726588547.0,Вложения в ценные бумаги
RU000A105VL6,7726588547.0,Вложения в ценные бумаги
RU000A105WH2,7726588547.0,Вложения в ценные бумаги
RU000A105WJ8,7726588547.0,Вложения в ценные бумаги
RU000A105XA5,7726588547.0,Вложения в ценные бумаги
RU000A106RR9,7726588547.0,Вложения в ценные бумаги
RU000A106RS7,7726588547.0,Вложения в ценные бумаги
RU000A106RT5,7726588547.0,Вложения в ценные бумаги
RU000A106S29,7726588547.0,Вложения в ценные бумаги
RU000A106S37,7726588547.0,Вложения в ценные бумаги
RU000A106S52,7726588547.0,Вложения в ценные бумаги
RU000A106SM8,7726588547.0,Вложения в ценные бумаги
RU000A106SQ9,7726588547.0,Вложения в ценные бумаги
RU000A100HE1,7705466989.0,торговля
RU000A105WR1,7705466989.0,торговля
RU000A105Q71,7706420120.0,Капиталовложения в ценные бумаги
RU000A0JVZB6,7706420120.0,Капиталовложения в ценные бумаги
RU000A100P85,7707710865.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A105PR5,7724635872.0,"Производство прочих готовых металлических изделий, не включенных в другие группировки"
RU000A103RL9,7728803870.0,Предоставление услуг в области добычи нефти и природного газа
RU000A103RY2,7802131219.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A104W58,7802131219.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A105FU0,7802131219.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A105Y30,7802131219.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A106SF2,7802131219.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1077X0,7802131219.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1022E6,278181110.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A106EP1,278181110.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A100Q35,278181110.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A103117,9701168311.0,Деятельность эмиссионная
RU000A103HT3,9701168311.0,Деятельность эмиссионная
RU000A104ZK2,9701168311.0,Деятельность эмиссионная
RU000A106540,9701168311.0,Деятельность эмиссионная
RU000A103KA7,7724611631.0,финансовый рынок_
RU000A103QK3,7714431630.0,Деятельность эмиссионная
RU000A106YZ8,7714431630.0,Деятельность эмиссионная
RU000A102BK7,7826087713.0,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
RU000A106AH6,7826087713.0,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
RU000A1009Z8,7826087713.0,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
RU000A1014B9,7826087713.0,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах"
RU000A1016Z3,7703255661.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A105146,7703255661.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A106J61,6659083401.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1074N8,6659083401.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A102M29,7751188020.0,Покупка и продажа собственного жилого недвижимого имущества
RU000A106DP3,7709431786.0,Финансовый лизинг
RU000A1035H1,7709431786.0,Финансовый лизинг
RU000A104V26,7709431786.0,Финансовый лизинг
RU000A105HH3,7709431786.0,Финансовый лизинг
RU000A0JVUS1,7709431786.0,Финансовый лизинг
RU000A0JVXS5,7709431786.0,Финансовый лизинг
RU000A0JWVT5,7709431786.0,Финансовый лизинг
RU000A100NS9,7709431786.0,Финансовый лизинг
RU000A1075J3,7709431786.0,Финансовый лизинг
RU000A1049Y7,7709431786.0,Финансовый лизинг
RU000A100XU4,7709431786.0,Финансовый лизинг
RU000A102K39,7709431786.0,Финансовый лизинг
RU000A104KW9,7709431786.0,Финансовый лизинг
RU000A106GH3,7709431786.0,Финансовый лизинг
RU000A103C53,7709431786.0,Финансовый лизинг
RU000A1039F7,7709431786.0,Финансовый лизинг
RU000A103F68,7709431786.0,Финансовый лизинг
RU000A104CL9,7709431786.0,Финансовый лизинг
RU000A1074Q1,7731316845.0,Торговля розничная ювелирными изделиями в специализированных магазинах
RU000A102SG9,7842393933.0,Деятельность в области связи на базе проводных технологий
RU000A105FS4,7842393933.0,Деятельность в области связи на базе проводных технологий
RU000A106R95,7842393933.0,Деятельность в области связи на базе проводных технологий
RU000A102GW1,7709780434.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A102QQ2,7709780434.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A104388,7709780434.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A106946,7709780434.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1018M7,7708330489.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A101UU8,9705140370.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A101UW4,9705140370.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1053A9,7810245481.0,наука
RU000A1030X9,7810245481.0,наука
RU000A103WQ8,7810245481.0,наука
RU000A105X64,7810245481.0,наука
RU000A1071R5,7720484492.0,Деятельность головных офисов
RU000A0JWU31,6952036026.0, данные отсутствуют
RU000A0JWU23,6952036026.0, данные отсутствуют
RU000A0ZYBA9,6952036026.0, данные отсутствуют
RU000A0ZYGF7,6952036026.0, данные отсутствуют
RU000A0ZYGG5,6952036026.0, данные отсутствуют
RU000A102VW0,7706561875.0,лизинг
RU000A105V74,7706561875.0,лизинг
RU000A106KW4,7706561875.0,лизинг
RU000A1071U9,7706561875.0,лизинг
RU000A105RW1,7703474222.0,"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки"
RU000A106169,7703474222.0,"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки"
RU000A103QQ0,1651000010.0,химическая промышленность
NKNC,1651000010.0,химическая промышленность
NKNCP,1651000010.0,химическая промышленность
RU000A0ZZZ17,1651000010.0,химическая промышленность
AKRN,5321029508.0,химическая промышленность
RU000A0JWV89,5321029508.0,химическая промышленность
RU000A0JXSS1,5321029508.0,химическая промышленность
APTK,7722266450.0,торговля
RU000A1015T8,7722266450.0,торговля
RU000A101T72,7722266450.0,торговля
ABIO,7702508905.0,наука
RU000A103DT2,7702508905.0,наука
AMEZ,7401000473.0,Производство листового горячекатаного стального проката
RU000A0JUQC5,7401000473.0,Производство листового горячекатаного стального проката
WUSH,9703103060.0,Деятельность по управлению холдинг-компаниями
OGKB,2607018122.0,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
RU000A101WR0,2607018122.0,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
FESH,2540047110.0,транспорт
KMAZ,1650032058.0,Производство грузовых автомобилей
RU000A0ZZ7G1,1650032058.0,Производство грузовых автомобилей
RU000A0ZZ7H9,1650032058.0,Производство грузовых автомобилей
RU000A0ZZ885,1650032058.0,Производство грузовых автомобилей
RU000A0ZZ877,1650032058.0,Производство грузовых автомобилей
RU000A0ZZ893,1650032058.0,Производство грузовых автомобилей
RU000A0JVP39,1650032058.0,Производство грузовых автомобилей
RU000A0JW126,1650032058.0,Производство грузовых автомобилей
RU000A0JX1C5,1650032058.0,Производство грузовых автомобилей
RU000A0JX2B5,1650032058.0,Производство грузовых автомобилей
RU000A104ZC9,1650032058.0,Производство грузовых автомобилей
RU000A105KQ8,2309085638.0,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
RU000A1036H9,2309085638.0,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
RU000A1036M9,2309085638.0,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
MGNT,2309085638.0,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
RU000A105TP1,2309085638.0,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
RU000A1006H2,7812014560.0,Деятельность в области связи на базе проводных технологий
RU000A1009A1,7812014560.0,Деятельность в области связи на базе проводных технологий
RU000A1006G4,7812014560.0,Деятельность в области связи на базе проводных технологий
RU000A1065S5,7812014560.0,Деятельность в области связи на базе проводных технологий
RU000A1005H4,7720518494.0,Производство пара и горячей воды (тепловой энергии)
RU000A100AN7,7720518494.0,Производство пара и горячей воды (тепловой энергии)
RU000A101228,7720518494.0,Производство пара и горячей воды (тепловой энергии)
RU000A101XS6,7720518494.0,Производство пара и горячей воды (тепловой энергии)
RU000A105NK5,7720518494.0,Производство пара и горячей воды (тепловой энергии)
RU000A101T64,7707017509.0,топливная промышленность
RU000A103PD0,7707017509.0,топливная промышленность
RU000A1007H0,7707017509.0,топливная промышленность
RU000A103PG3,7707017509.0,топливная промышленность
RU000A1013U1,7707017509.0,топливная промышленность
RU000A1043J1,7707017509.0,топливная промышленность
RU000A104WF9,7707017509.0,топливная промышленность
RASP,4214002316.0,горнодобывающая промышленность
MRKV,6450925977.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
RU000A101DE8,7803002209.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
RU000A101DF5,7803002209.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
LSNG,7803002209.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
LSNGP,7803002209.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
RU000A0JVLM3,7803002209.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
MSRS,5036065113.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
RU000A101FY1,5036065113.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
RU000A0JWJX2,5036065113.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
MRKZ,7802312751.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
MRKS,2460069527.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
MRKU,6671163413.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
RU000A100ZF0,6671163413.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
RU000A100ZD5,6671163413.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
MRKP,5260200603.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
MRKC,6901067107.0,Передача электроэнергии и технологическое присоединение к распределительным электросетям
RU000A103DS4,7727547261.0,Производство нефтепродуктов
RU000A103T47,7727547261.0,Производство нефтепродуктов
RU000A103T62,7727547261.0,Производство нефтепродуктов
RU000A103T70,7727547261.0,Производство нефтепродуктов
RU000A103T96,7727547261.0,Производство нефтепродуктов
RU000A103TA8,7727547261.0,Производство нефтепродуктов
RU000A103TC4,7727547261.0,Производство нефтепродуктов
RU000A103TB6,7727547261.0,Производство нефтепродуктов
RU000A103T88,7727547261.0,Производство нефтепродуктов
RU000A103T54,7727547261.0,Производство нефтепродуктов
RU000A104XW2,7727547261.0,Производство нефтепродуктов
SVAV,3528079131.0,Деятельность по управлению холдинг-компаниями
SOFL,7736227885.0,Торговля оптовая неспециализированная
RU000A106A78,7736227885.0,Торговля оптовая неспециализированная
RU000A1029T9,7736227885.0,Торговля оптовая неспециализированная
SNGS,8602060555.0,Добыча сырой нефти
SNGSP,8602060555.0,Добыча сырой нефти
TGKN,7534018889.0,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
RU000A106MW0,7534018889.0,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
RU000A1066J2,7534018889.0,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
RU000A0JXK99,7708797192.0,Финансовый лизинг
RU000A0JXVB1,7708797192.0,Финансовый лизинг
RU000A0ZYEB1,7708797192.0,Финансовый лизинг
RU000A103M36,7708797192.0,Финансовый лизинг
RU000A103WM7,7708797192.0,Финансовый лизинг
RU000A106J38,7708797192.0,Финансовый лизинг
RU000A0JVHH1,7708797192.0,Финансовый лизинг
RU000A0JVPS1,7708797192.0,Финансовый лизинг
RU000A0JVS36,7708797192.0,Финансовый лизинг
RU000A0JWWM8,7708797192.0,Финансовый лизинг
RU000A0JUQ96,7708797192.0,Финансовый лизинг
RU000A0JUR04,7708797192.0,Финансовый лизинг
RU000A0ZYFS2,7708797192.0,Финансовый лизинг
RU000A0JV9Q0,7708797192.0,Финансовый лизинг
RU000A0JUZZ7,7708797192.0,Финансовый лизинг
TRMK,7710373095.0,Деятельность холдинговых компаний
RU000A102SC8,7710373095.0,Деятельность холдинговых компаний
RU000A102TJ1,7710373095.0,Деятельность холдинговых компаний
RU000A0JXSF8,7710373095.0,Деятельность холдинговых компаний
RU000A0JWCM0,7710373095.0,Деятельность холдинговых компаний
RU000A101GZ6,5911029807.0,Производство удобрений и азотных соединений
UGLD,7424024375.0,горнодобывающая промышленность
RU000A105GS2,7424024375.0,горнодобывающая промышленность
RU000A1061L9,7424024375.0,горнодобывающая промышленность
RU000A106656,7424024375.0,горнодобывающая промышленность
RU000A102ZH2,1435032049.0,нефтегазовая промышленность
RU000A1070L0,1435032049.0,нефтегазовая промышленность
YAKG,1435032049.0,нефтегазовая промышленность
ASTR,7726476459.0,Деятельность по управлению холдинг-компаниями
RU000A0JUJG1,7730060164.0,кредитная организация
RU000A0JUW23,7730060164.0,кредитная организация
RU000A0JVUY9,7730060164.0,кредитная организация
RU000A0JWUB5,7730060164.0,кредитная организация
RU000A0JX2F6,7730060164.0,кредитная организация
RU000A0JX2D1,7730060164.0,кредитная организация
RU000A0JWGS8,7730060164.0,кредитная организация
RU000A0JVNB2,7730060164.0,кредитная организация
RU000A0JWNB0,7730060164.0,кредитная организация
ROSB,7730060164.0,кредитная организация
